Fund,ISIN,Index,Sector,Allocation
L&G Russell 2000 US Small Cap UCITS ETF,IE00B3CNHJ55,Russell 2000,Other,37.18
L&G Russell 2000 US Small Cap UCITS ETF,IE00B3CNHJ55,Russell 2000,Financials,16.11
L&G Russell 2000 US Small Cap UCITS ETF,IE00B3CNHJ55,Russell 2000,Health Care,15.92
L&G Russell 2000 US Small Cap UCITS ETF,IE00B3CNHJ55,Russell 2000,Industrials,15.44
L&G Russell 2000 US Small Cap UCITS ETF,IE00B3CNHJ55,Russell 2000,Technology,15.35
SPDR Russell 2000 US Small Cap UCITS ETF,IE00BJ38QD84,Russell 2000,Other,37.83
SPDR Russell 2000 US Small Cap UCITS ETF,IE00BJ38QD84,Russell 2000,Financials,16.56
SPDR Russell 2000 US Small Cap UCITS ETF,IE00BJ38QD84,Russell 2000,Industrials,15.78
SPDR Russell 2000 US Small Cap UCITS ETF,IE00BJ38QD84,Russell 2000,Health Care,15.1
SPDR Russell 2000 US Small Cap UCITS ETF,IE00BJ38QD84,Russell 2000,Technology,14.73
Xtrackers Russell 2000 UCITS ETF 1C,IE00BJZ2DD79,Russell 2000,Other,37.6
Xtrackers Russell 2000 UCITS ETF 1C,IE00BJZ2DD79,Russell 2000,Financials,16.57
Xtrackers Russell 2000 UCITS ETF 1C,IE00BJZ2DD79,Russell 2000,Industrials,15.71
Xtrackers Russell 2000 UCITS ETF 1C,IE00BJZ2DD79,Russell 2000,Health Care,15.22
Xtrackers Russell 2000 UCITS ETF 1C,IE00BJZ2DD79,Russell 2000,Technology,14.9
Xtrackers Russell Midcap UCITS ETF 1C,IE00BJZ2DC62,Russell Midcap,Technology,37.81
Xtrackers Russell Midcap UCITS ETF 1C,IE00BJZ2DC62,Russell Midcap,Other,27.66
Xtrackers Russell Midcap UCITS ETF 1C,IE00BJZ2DC62,Russell Midcap,Consumer Discretionary,12.64
Xtrackers Russell Midcap UCITS ETF 1C,IE00BJZ2DC62,Russell Midcap,Financials,11.18
Xtrackers Russell Midcap UCITS ETF 1C,IE00BJZ2DC62,Russell Midcap,Health Care,10.71
HSBC S&P 500 UCITS ETF USD (Acc),IE000JZ473P7,S&P 500,Technology,34.95
HSBC S&P 500 UCITS ETF USD (Acc),IE000JZ473P7,S&P 500,Other,32.99
HSBC S&P 500 UCITS ETF USD (Acc),IE000JZ473P7,S&P 500,Consumer Discretionary,11.41
HSBC S&P 500 UCITS ETF USD (Acc),IE000JZ473P7,S&P 500,Financials,10.72
HSBC S&P 500 UCITS ETF USD (Acc),IE000JZ473P7,S&P 500,Health Care,9.93
SPDR S&P 500 UCITS ETF (Acc),IE000XZSV718,S&P 500,Technology,34.91
SPDR S&P 500 UCITS ETF (Acc),IE000XZSV718,S&P 500,Other,33.01
SPDR S&P 500 UCITS ETF (Acc),IE000XZSV718,S&P 500,Consumer Discretionary,11.43
SPDR S&P 500 UCITS ETF (Acc),IE000XZSV718,S&P 500,Financials,10.73
SPDR S&P 500 UCITS ETF (Acc),IE000XZSV718,S&P 500,Health Care,9.92
Xtrackers S&P 500 UCITS ETF 4C,IE000Z9SJA06,S&P 500,Technology,35.14
Xtrackers S&P 500 UCITS ETF 4C,IE000Z9SJA06,S&P 500,Other,32.92
Xtrackers S&P 500 UCITS ETF 4C,IE000Z9SJA06,S&P 500,Consumer Discretionary,11.39
Xtrackers S&P 500 UCITS ETF 4C,IE000Z9SJA06,S&P 500,Financials,10.69
Xtrackers S&P 500 UCITS ETF 4C,IE000Z9SJA06,S&P 500,Health Care,9.86
iShares Core S&P 500 UCITS ETF USD (Dist),IE0031442068,S&P 500,Technology,35.06
iShares Core S&P 500 UCITS ETF USD (Dist),IE0031442068,S&P 500,Other,32.98
iShares Core S&P 500 UCITS ETF USD (Dist),IE0031442068,S&P 500,Consumer Discretionary,11.46
iShares Core S&P 500 UCITS ETF USD (Dist),IE0031442068,S&P 500,Financials,10.66
iShares Core S&P 500 UCITS ETF USD (Dist),IE0031442068,S&P 500,Health Care,9.84
Vanguard S&P 500 UCITS ETF (USD) Distributing,IE00B3XXRP09,S&P 500,Other,34.4
Vanguard S&P 500 UCITS ETF (USD) Distributing,IE00B3XXRP09,S&P 500,Technology,33.56
Vanguard S&P 500 UCITS ETF (USD) Distributing,IE00B3XXRP09,S&P 500,Financials,10.97
Vanguard S&P 500 UCITS ETF (USD) Distributing,IE00B3XXRP09,S&P 500,Consumer Discretionary,10.8
Vanguard S&P 500 UCITS ETF (USD) Distributing,IE00B3XXRP09,S&P 500,Health Care,10.27
iShares Core S&P 500 UCITS ETF USD (Acc),IE00B5BMR087,S&P 500,Technology,35.07
iShares Core S&P 500 UCITS ETF USD (Acc),IE00B5BMR087,S&P 500,Other,32.95
iShares Core S&P 500 UCITS ETF USD (Acc),IE00B5BMR087,S&P 500,Consumer Discretionary,11.47
iShares Core S&P 500 UCITS ETF USD (Acc),IE00B5BMR087,S&P 500,Financials,10.66
iShares Core S&P 500 UCITS ETF USD (Acc),IE00B5BMR087,S&P 500,Health Care,9.85
HSBC S&P 500 UCITS ETF USD,IE00B5KQNG97,S&P 500,Technology,34.95
HSBC S&P 500 UCITS ETF USD,IE00B5KQNG97,S&P 500,Other,32.99
HSBC S&P 500 UCITS ETF USD,IE00B5KQNG97,S&P 500,Consumer Discretionary,11.41
HSBC S&P 500 UCITS ETF USD,IE00B5KQNG97,S&P 500,Financials,10.72
HSBC S&P 500 UCITS ETF USD,IE00B5KQNG97,S&P 500,Health Care,9.93
SPDR S&P 500 UCITS ETF (Dist),IE00B6YX5C33,S&P 500,Technology,34.91
SPDR S&P 500 UCITS ETF (Dist),IE00B6YX5C33,S&P 500,Other,33.01
SPDR S&P 500 UCITS ETF (Dist),IE00B6YX5C33,S&P 500,Consumer Discretionary,11.43
SPDR S&P 500 UCITS ETF (Dist),IE00B6YX5C33,S&P 500,Financials,10.73
SPDR S&P 500 UCITS ETF (Dist),IE00B6YX5C33,S&P 500,Health Care,9.92
UBS ETF (IE) S&P 500 UCITS ETF (USD) A-dis,IE00B7K93397,S&P 500,Technology,34.62
UBS ETF (IE) S&P 500 UCITS ETF (USD) A-dis,IE00B7K93397,S&P 500,Other,33.56
UBS ETF (IE) S&P 500 UCITS ETF (USD) A-dis,IE00B7K93397,S&P 500,Consumer Discretionary,11.33
UBS ETF (IE) S&P 500 UCITS ETF (USD) A-dis,IE00B7K93397,S&P 500,Financials,10.63
UBS ETF (IE) S&P 500 UCITS ETF (USD) A-dis,IE00B7K93397,S&P 500,Health Care,9.86
Vanguard S&P 500 UCITS ETF (USD) Accumulating,IE00BFMXXD54,S&P 500,Other,34.4
Vanguard S&P 500 UCITS ETF (USD) Accumulating,IE00BFMXXD54,S&P 500,Technology,33.56
Vanguard S&P 500 UCITS ETF (USD) Accumulating,IE00BFMXXD54,S&P 500,Financials,10.97
Vanguard S&P 500 UCITS ETF (USD) Accumulating,IE00BFMXXD54,S&P 500,Consumer Discretionary,10.8
Vanguard S&P 500 UCITS ETF (USD) Accumulating,IE00BFMXXD54,S&P 500,Health Care,10.27
Xtrackers S&P 500 Equal Weight UCITS ETF 2D,IE000CXLGK86,S&P 500 Equal Weight,Other,46.05
Xtrackers S&P 500 Equal Weight UCITS ETF 2D,IE000CXLGK86,S&P 500 Equal Weight,Technology,15.49
Xtrackers S&P 500 Equal Weight UCITS ETF 2D,IE000CXLGK86,S&P 500 Equal Weight,Industrials,14.04
Xtrackers S&P 500 Equal Weight UCITS ETF 2D,IE000CXLGK86,S&P 500 Equal Weight,Financials,12.96
Xtrackers S&P 500 Equal Weight UCITS ETF 2D,IE000CXLGK86,S&P 500 Equal Weight,Health Care,11.46
iShares S&P 500 Equal Weight UCITS ETF USD (Acc),IE000MLMNYS0,S&P 500 Equal Weight,Other,46.29
iShares S&P 500 Equal Weight UCITS ETF USD (Acc),IE000MLMNYS0,S&P 500 Equal Weight,Technology,15.42
iShares S&P 500 Equal Weight UCITS ETF USD (Acc),IE000MLMNYS0,S&P 500 Equal Weight,Industrials,13.98
iShares S&P 500 Equal Weight UCITS ETF USD (Acc),IE000MLMNYS0,S&P 500 Equal Weight,Financials,12.9
iShares S&P 500 Equal Weight UCITS ETF USD (Acc),IE000MLMNYS0,S&P 500 Equal Weight,Health Care,11.41
Xtrackers S&P 500 Equal Weight UCITS ETF 1C,IE00BLNMYC90,S&P 500 Equal Weight,Other,46.05
Xtrackers S&P 500 Equal Weight UCITS ETF 1C,IE00BLNMYC90,S&P 500 Equal Weight,Technology,15.49
Xtrackers S&P 500 Equal Weight UCITS ETF 1C,IE00BLNMYC90,S&P 500 Equal Weight,Industrials,14.04
Xtrackers S&P 500 Equal Weight UCITS ETF 1C,IE00BLNMYC90,S&P 500 Equal Weight,Financials,12.96
Xtrackers S&P 500 Equal Weight UCITS ETF 1C,IE00BLNMYC90,S&P 500 Equal Weight,Health Care,11.46
Invesco S&P 500 Equal Weight UCITS ETF Dist,IE00BM8QRY62,S&P 500 Equal Weight,Other,46.19
Invesco S&P 500 Equal Weight UCITS ETF Dist,IE00BM8QRY62,S&P 500 Equal Weight,Technology,15.41
Invesco S&P 500 Equal Weight UCITS ETF Dist,IE00BM8QRY62,S&P 500 Equal Weight,Industrials,13.98
Invesco S&P 500 Equal Weight UCITS ETF Dist,IE00BM8QRY62,S&P 500 Equal Weight,Financials,12.94
Invesco S&P 500 Equal Weight UCITS ETF Dist,IE00BM8QRY62,S&P 500 Equal Weight,Health Care,11.48
Invesco S&P 500 Equal Weight UCITS ETF Acc,IE00BNGJJT35,S&P 500 Equal Weight,Other,46.19
Invesco S&P 500 Equal Weight UCITS ETF Acc,IE00BNGJJT35,S&P 500 Equal Weight,Technology,15.41
Invesco S&P 500 Equal Weight UCITS ETF Acc,IE00BNGJJT35,S&P 500 Equal Weight,Industrials,13.98
Invesco S&P 500 Equal Weight UCITS ETF Acc,IE00BNGJJT35,S&P 500 Equal Weight,Financials,12.94
Invesco S&P 500 Equal Weight UCITS ETF Acc,IE00BNGJJT35,S&P 500 Equal Weight,Health Care,11.48
SPDR S&P 500 ESG Leaders UCITS ETF (Acc),IE00BH4GPZ28,S&P 500 ESG Leaders,Technology,40.97
SPDR S&P 500 ESG Leaders UCITS ETF (Acc),IE00BH4GPZ28,S&P 500 ESG Leaders,Other,30.19
SPDR S&P 500 ESG Leaders UCITS ETF (Acc),IE00BH4GPZ28,S&P 500 ESG Leaders,Consumer Discretionary,11.52
SPDR S&P 500 ESG Leaders UCITS ETF (Acc),IE00BH4GPZ28,S&P 500 ESG Leaders,Health Care,9.2
SPDR S&P 500 ESG Leaders UCITS ETF (Acc),IE00BH4GPZ28,S&P 500 ESG Leaders,Telecommunication,8.12
iShares S&P 500 EUR Hedged UCITS ETF (Acc),IE00B3ZW0K18,S&P 500 EUR Hedged,Technology,35.63
iShares S&P 500 EUR Hedged UCITS ETF (Acc),IE00B3ZW0K18,S&P 500 EUR Hedged,Other,31.86
iShares S&P 500 EUR Hedged UCITS ETF (Acc),IE00B3ZW0K18,S&P 500 EUR Hedged,Consumer Discretionary,11.66
iShares S&P 500 EUR Hedged UCITS ETF (Acc),IE00B3ZW0K18,S&P 500 EUR Hedged,Financials,10.84
iShares S&P 500 EUR Hedged UCITS ETF (Acc),IE00B3ZW0K18,S&P 500 EUR Hedged,Health Care,10.01
UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-dis,IE00BD34DJ91,S&P 500 EUR Hedged,Technology,34.62
UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-dis,IE00BD34DJ91,S&P 500 EUR Hedged,Other,33.56
UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-dis,IE00BD34DJ91,S&P 500 EUR Hedged,Consumer Discretionary,11.33
UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-dis,IE00BD34DJ91,S&P 500 EUR Hedged,Financials,10.63
UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-dis,IE00BD34DJ91,S&P 500 EUR Hedged,Health Care,9.86
UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-acc,IE00BD34DK07,S&P 500 EUR Hedged,Technology,34.62
UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-acc,IE00BD34DK07,S&P 500 EUR Hedged,Other,33.56
UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-acc,IE00BD34DK07,S&P 500 EUR Hedged,Consumer Discretionary,11.33
UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-acc,IE00BD34DK07,S&P 500 EUR Hedged,Financials,10.63
UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-acc,IE00BD34DK07,S&P 500 EUR Hedged,Health Care,9.86
Xtrackers S&P 500 UCITS ETF 1D EUR Hedged,IE00BGJWX091,S&P 500 EUR Hedged,Technology,35.14
Xtrackers S&P 500 UCITS ETF 1D EUR Hedged,IE00BGJWX091,S&P 500 EUR Hedged,Other,32.92
Xtrackers S&P 500 UCITS ETF 1D EUR Hedged,IE00BGJWX091,S&P 500 EUR Hedged,Consumer Discretionary,11.39
Xtrackers S&P 500 UCITS ETF 1D EUR Hedged,IE00BGJWX091,S&P 500 EUR Hedged,Financials,10.69
Xtrackers S&P 500 UCITS ETF 1D EUR Hedged,IE00BGJWX091,S&P 500 EUR Hedged,Health Care,9.86
Xtrackers S&P 500 UCITS ETF 1C EUR hedged,IE00BM67HW99,S&P 500 EUR Hedged,Technology,35.14
Xtrackers S&P 500 UCITS ETF 1C EUR hedged,IE00BM67HW99,S&P 500 EUR Hedged,Other,32.92
Xtrackers S&P 500 UCITS ETF 1C EUR hedged,IE00BM67HW99,S&P 500 EUR Hedged,Consumer Discretionary,11.39
Xtrackers S&P 500 UCITS ETF 1C EUR hedged,IE00BM67HW99,S&P 500 EUR Hedged,Financials,10.69
Xtrackers S&P 500 UCITS ETF 1C EUR hedged,IE00BM67HW99,S&P 500 EUR Hedged,Health Care,9.86
SPDR S&P 500 EUR Hedged UCITS ETF,IE00BYYW2V44,S&P 500 EUR Hedged,Technology,34.91
SPDR S&P 500 EUR Hedged UCITS ETF,IE00BYYW2V44,S&P 500 EUR Hedged,Other,33.01
SPDR S&P 500 EUR Hedged UCITS ETF,IE00BYYW2V44,S&P 500 EUR Hedged,Consumer Discretionary,11.43
SPDR S&P 500 EUR Hedged UCITS ETF,IE00BYYW2V44,S&P 500 EUR Hedged,Financials,10.73
SPDR S&P 500 EUR Hedged UCITS ETF,IE00BYYW2V44,S&P 500 EUR Hedged,Health Care,9.92
Invesco S&P 500 High Dividend Low Volatility UCITS ETF,IE00BWTN6Y99,S&P 500 Low Volatility High Dividend,Other,37.35
Invesco S&P 500 High Dividend Low Volatility UCITS ETF,IE00BWTN6Y99,S&P 500 Low Volatility High Dividend,Utilities,19.78
Invesco S&P 500 High Dividend Low Volatility UCITS ETF,IE00BWTN6Y99,S&P 500 Low Volatility High Dividend,Consumer Staples,16.16
Invesco S&P 500 High Dividend Low Volatility UCITS ETF,IE00BWTN6Y99,S&P 500 Low Volatility High Dividend,Health Care,13.74
Invesco S&P 500 High Dividend Low Volatility UCITS ETF,IE00BWTN6Y99,S&P 500 Low Volatility High Dividend,Real Estate,12.97
iShares Edge S&P 500 Minimum Volatility UCITS ETF (Acc),IE00B6SPMN59,S&P 500 Minimum Volatility,Other,28.9
iShares Edge S&P 500 Minimum Volatility UCITS ETF (Acc),IE00B6SPMN59,S&P 500 Minimum Volatility,Technology,28.82
iShares Edge S&P 500 Minimum Volatility UCITS ETF (Acc),IE00B6SPMN59,S&P 500 Minimum Volatility,Financials,18.08
iShares Edge S&P 500 Minimum Volatility UCITS ETF (Acc),IE00B6SPMN59,S&P 500 Minimum Volatility,Health Care,14.48
iShares Edge S&P 500 Minimum Volatility UCITS ETF (Acc),IE00B6SPMN59,S&P 500 Minimum Volatility,Consumer Staples,9.72
iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Dist),IE00BD93YH54,S&P 500 Minimum Volatility,Other,28.9
iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Dist),IE00BD93YH54,S&P 500 Minimum Volatility,Technology,28.82
iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Dist),IE00BD93YH54,S&P 500 Minimum Volatility,Financials,18.08
iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Dist),IE00BD93YH54,S&P 500 Minimum Volatility,Health Care,14.48
iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Dist),IE00BD93YH54,S&P 500 Minimum Volatility,Consumer Staples,9.72
iShares Edge S&P 500 Minimum Volatility UCITS ETF EUR Hedged (Acc),IE00BYX8XD24,S&P 500 Minimum Volatility (EUR Hedged),Other,28.9
iShares Edge S&P 500 Minimum Volatility UCITS ETF EUR Hedged (Acc),IE00BYX8XD24,S&P 500 Minimum Volatility (EUR Hedged),Technology,28.82
iShares Edge S&P 500 Minimum Volatility UCITS ETF EUR Hedged (Acc),IE00BYX8XD24,S&P 500 Minimum Volatility (EUR Hedged),Financials,18.08
iShares Edge S&P 500 Minimum Volatility UCITS ETF EUR Hedged (Acc),IE00BYX8XD24,S&P 500 Minimum Volatility (EUR Hedged),Health Care,14.48
iShares Edge S&P 500 Minimum Volatility UCITS ETF EUR Hedged (Acc),IE00BYX8XD24,S&P 500 Minimum Volatility (EUR Hedged),Consumer Staples,9.72
SPDR S&P US Consumer Staples Select Sector UCITS ETF,IE00BWBXM385,S&P Consumer Staples Select Sector,Consumer Staples,93.22
SPDR S&P US Consumer Staples Select Sector UCITS ETF,IE00BWBXM385,S&P Consumer Staples Select Sector,Consumer Discretionary,4.37
SPDR S&P US Consumer Staples Select Sector UCITS ETF,IE00BWBXM385,S&P Consumer Staples Select Sector,Other,2.41
SPDR S&P Euro Dividend Aristocrats UCITS ETF (Dist),IE00B5M1WJ87,S&P Euro High Yield Dividend Aristocrats,Financials,28.87
SPDR S&P Euro Dividend Aristocrats UCITS ETF (Dist),IE00B5M1WJ87,S&P Euro High Yield Dividend Aristocrats,Other,22.36
SPDR S&P Euro Dividend Aristocrats UCITS ETF (Dist),IE00B5M1WJ87,S&P Euro High Yield Dividend Aristocrats,Utilities,20.44
SPDR S&P Euro Dividend Aristocrats UCITS ETF (Dist),IE00B5M1WJ87,S&P Euro High Yield Dividend Aristocrats,Industrials,18.35
SPDR S&P Euro Dividend Aristocrats UCITS ETF (Dist),IE00B5M1WJ87,S&P Euro High Yield Dividend Aristocrats,Basic Materials,9.98
iShares Global Clean Energy UCITS ETF,IE00B1XNHC34,S&P Global Clean Energy,Utilities,57.81
iShares Global Clean Energy UCITS ETF,IE00B1XNHC34,S&P Global Clean Energy,Technology,16.22
iShares Global Clean Energy UCITS ETF,IE00B1XNHC34,S&P Global Clean Energy,Industrials,16.09
iShares Global Clean Energy UCITS ETF,IE00B1XNHC34,S&P Global Clean Energy,Other,8.83
iShares Global Clean Energy UCITS ETF,IE00B1XNHC34,S&P Global Clean Energy,Basic Materials,1.05
SPDR S&P Global Dividend Aristocrats UCITS ETF,IE00B9CQXS71,S&P Global Dividend Aristocrats,Other,29.38
SPDR S&P Global Dividend Aristocrats UCITS ETF,IE00B9CQXS71,S&P Global Dividend Aristocrats,Utilities,26.0
SPDR S&P Global Dividend Aristocrats UCITS ETF,IE00B9CQXS71,S&P Global Dividend Aristocrats,Financials,24.84
SPDR S&P Global Dividend Aristocrats UCITS ETF,IE00B9CQXS71,S&P Global Dividend Aristocrats,Real Estate,11.58
SPDR S&P Global Dividend Aristocrats UCITS ETF,IE00B9CQXS71,S&P Global Dividend Aristocrats,Telecommunication,8.2
iShares Global Water UCITS ETF USD (Acc),IE000CFH1JX2,S&P Global Water,Utilities,42.85
iShares Global Water UCITS ETF USD (Acc),IE000CFH1JX2,S&P Global Water,Industrials,39.74
iShares Global Water UCITS ETF USD (Acc),IE000CFH1JX2,S&P Global Water,Other,8.51
iShares Global Water UCITS ETF USD (Acc),IE000CFH1JX2,S&P Global Water,Basic Materials,6.24
iShares Global Water UCITS ETF USD (Acc),IE000CFH1JX2,S&P Global Water,Technology,2.66
iShares Global Water UCITS ETF,IE00B1TXK627,S&P Global Water,Utilities,42.85
iShares Global Water UCITS ETF,IE00B1TXK627,S&P Global Water,Industrials,39.74
iShares Global Water UCITS ETF,IE00B1TXK627,S&P Global Water,Other,8.51
iShares Global Water UCITS ETF,IE00B1TXK627,S&P Global Water,Basic Materials,6.24
iShares Global Water UCITS ETF,IE00B1TXK627,S&P Global Water,Technology,2.66
SPDR S&P US Dividend Aristocrats UCITS ETF,IE00B6YX5D40,S&P High Yield Dividend Aristocrats,Other,39.78
SPDR S&P US Dividend Aristocrats UCITS ETF,IE00B6YX5D40,S&P High Yield Dividend Aristocrats,Industrials,17.65
SPDR S&P US Dividend Aristocrats UCITS ETF,IE00B6YX5D40,S&P High Yield Dividend Aristocrats,Utilities,16.52
SPDR S&P US Dividend Aristocrats UCITS ETF,IE00B6YX5D40,S&P High Yield Dividend Aristocrats,Consumer Staples,15.49
SPDR S&P US Dividend Aristocrats UCITS ETF,IE00B6YX5D40,S&P High Yield Dividend Aristocrats,Financials,10.56
iShares Listed Private Equity UCITS ETF,IE00B1TXHL60,S&P Listed Private Equity,Financials,78.06
iShares Listed Private Equity UCITS ETF,IE00B1TXHL60,S&P Listed Private Equity,Other,19.88
iShares Listed Private Equity UCITS ETF,IE00B1TXHL60,S&P Listed Private Equity,Energy,2.06
SPDR S&P 400 US Mid Cap UCITS ETF,IE00B4YBJ215,S&P MidCap 400,Other,37.77
SPDR S&P 400 US Mid Cap UCITS ETF,IE00B4YBJ215,S&P MidCap 400,Industrials,19.61
SPDR S&P 400 US Mid Cap UCITS ETF,IE00B4YBJ215,S&P MidCap 400,Financials,16.86
SPDR S&P 400 US Mid Cap UCITS ETF,IE00B4YBJ215,S&P MidCap 400,Consumer Discretionary,14.1
SPDR S&P 400 US Mid Cap UCITS ETF,IE00B4YBJ215,S&P MidCap 400,Technology,11.66
iShares S&P SmallCap 600 UCITS ETF,IE00B2QWCY14,S&P SmallCap 600,Other,39.74
iShares S&P SmallCap 600 UCITS ETF,IE00B2QWCY14,S&P SmallCap 600,Financials,17.09
iShares S&P SmallCap 600 UCITS ETF,IE00B2QWCY14,S&P SmallCap 600,Industrials,16.14
iShares S&P SmallCap 600 UCITS ETF,IE00B2QWCY14,S&P SmallCap 600,Consumer Discretionary,14.01
iShares S&P SmallCap 600 UCITS ETF,IE00B2QWCY14,S&P SmallCap 600,Technology,13.02
iShares SMI (CH),CH0008899764,SMI,Health Care,36.61
iShares SMI (CH),CH0008899764,SMI,Financials,20.24
iShares SMI (CH),CH0008899764,SMI,Other,18.04
iShares SMI (CH),CH0008899764,SMI,Consumer Staples,15.87
iShares SMI (CH),CH0008899764,SMI,Basic Materials,9.24
UBS ETF (CH) SMI (CHF) A-dis,CH0017142719,SMI,Health Care,37.06
UBS ETF (CH) SMI (CHF) A-dis,CH0017142719,SMI,Financials,20.49
UBS ETF (CH) SMI (CHF) A-dis,CH0017142719,SMI,Other,17.04
UBS ETF (CH) SMI (CHF) A-dis,CH0017142719,SMI,Consumer Staples,16.06
UBS ETF (CH) SMI (CHF) A-dis,CH0017142719,SMI,Basic Materials,9.35
L&G Battery Value-Chain UCITS ETF,IE00BF0M2Z96,Solactive Battery Value-Chain,Consumer Discretionary,38.2
L&G Battery Value-Chain UCITS ETF,IE00BF0M2Z96,Solactive Battery Value-Chain,Industrials,26.28
L&G Battery Value-Chain UCITS ETF,IE00BF0M2Z96,Solactive Battery Value-Chain,Technology,13.95
L&G Battery Value-Chain UCITS ETF,IE00BF0M2Z96,Solactive Battery Value-Chain,Basic Materials,12.03
L&G Battery Value-Chain UCITS ETF,IE00BF0M2Z96,Solactive Battery Value-Chain,Other,9.54
L&G Clean Water UCITS ETF,IE00BK5BC891,Solactive Clean Water,Industrials,50.92
L&G Clean Water UCITS ETF,IE00BK5BC891,Solactive Clean Water,Utilities,20.88
L&G Clean Water UCITS ETF,IE00BK5BC891,Solactive Clean Water,Technology,12.66
L&G Clean Water UCITS ETF,IE00BK5BC891,Solactive Clean Water,Other,9.78
L&G Clean Water UCITS ETF,IE00BK5BC891,Solactive Clean Water,Basic Materials,5.76
Amundi Prime Eurozone UCITS ETF DR (D),LU1931974429,Solactive Euro 50,Other,32.36
Amundi Prime Eurozone UCITS ETF DR (D),LU1931974429,Solactive Euro 50,Financials,18.98
Amundi Prime Eurozone UCITS ETF DR (D),LU1931974429,Solactive Euro 50,Industrials,18.04
Amundi Prime Eurozone UCITS ETF DR (D),LU1931974429,Solactive Euro 50,Technology,16.38
Amundi Prime Eurozone UCITS ETF DR (D),LU1931974429,Solactive Euro 50,Consumer Discretionary,14.24
Amundi Prime Eurozone UCITS ETF DR (C),LU2089238112,Solactive Euro 50,Other,32.36
Amundi Prime Eurozone UCITS ETF DR (C),LU2089238112,Solactive Euro 50,Financials,18.98
Amundi Prime Eurozone UCITS ETF DR (C),LU2089238112,Solactive Euro 50,Industrials,18.04
Amundi Prime Eurozone UCITS ETF DR (C),LU2089238112,Solactive Euro 50,Technology,16.38
Amundi Prime Eurozone UCITS ETF DR (C),LU2089238112,Solactive Euro 50,Consumer Discretionary,14.24
Amundi Prime Global UCITS ETF DR (D),LU1931974692,Solactive GBS Developed Markets Large & Mid Cap,Other,37.71
Amundi Prime Global UCITS ETF DR (D),LU1931974692,Solactive GBS Developed Markets Large & Mid Cap,Technology,27.69
Amundi Prime Global UCITS ETF DR (D),LU1931974692,Solactive GBS Developed Markets Large & Mid Cap,Financials,13.81
Amundi Prime Global UCITS ETF DR (D),LU1931974692,Solactive GBS Developed Markets Large & Mid Cap,Consumer Discretionary,10.75
Amundi Prime Global UCITS ETF DR (D),LU1931974692,Solactive GBS Developed Markets Large & Mid Cap,Industrials,10.04
Amundi Prime Global UCITS ETF DR (C),LU2089238203,Solactive GBS Developed Markets Large & Mid Cap,Other,37.71
Amundi Prime Global UCITS ETF DR (C),LU2089238203,Solactive GBS Developed Markets Large & Mid Cap,Technology,27.69
Amundi Prime Global UCITS ETF DR (C),LU2089238203,Solactive GBS Developed Markets Large & Mid Cap,Financials,13.81
Amundi Prime Global UCITS ETF DR (C),LU2089238203,Solactive GBS Developed Markets Large & Mid Cap,Consumer Discretionary,10.75
Amundi Prime Global UCITS ETF DR (C),LU2089238203,Solactive GBS Developed Markets Large & Mid Cap,Industrials,10.04
L&G Gerd Kommer Multifactor Equity UCITS ETF USD Accumulating,IE0001UQQ933,Solactive Gerd Kommer Multifactor Equity,Other,39.54
L&G Gerd Kommer Multifactor Equity UCITS ETF USD Accumulating,IE0001UQQ933,Solactive Gerd Kommer Multifactor Equity,Technology,20.28
L&G Gerd Kommer Multifactor Equity UCITS ETF USD Accumulating,IE0001UQQ933,Solactive Gerd Kommer Multifactor Equity,Financials,17.62
L&G Gerd Kommer Multifactor Equity UCITS ETF USD Accumulating,IE0001UQQ933,Solactive Gerd Kommer Multifactor Equity,Industrials,12.09
L&G Gerd Kommer Multifactor Equity UCITS ETF USD Accumulating,IE0001UQQ933,Solactive Gerd Kommer Multifactor Equity,Consumer Discretionary,10.47
L&G Gerd Kommer Multifactor Equity UCITS ETF USD Distributing,IE000FPWSL69,Solactive Gerd Kommer Multifactor Equity,Other,39.54
L&G Gerd Kommer Multifactor Equity UCITS ETF USD Distributing,IE000FPWSL69,Solactive Gerd Kommer Multifactor Equity,Technology,20.28
L&G Gerd Kommer Multifactor Equity UCITS ETF USD Distributing,IE000FPWSL69,Solactive Gerd Kommer Multifactor Equity,Financials,17.62
L&G Gerd Kommer Multifactor Equity UCITS ETF USD Distributing,IE000FPWSL69,Solactive Gerd Kommer Multifactor Equity,Industrials,12.09
